,0,1,2,3,4
0,0.6014783959816578,0.6249379993947244,0.6336864730457219,0.6249379993947244,0.6014783959816578
1,0.6167252451129341,0.6396859205027575,0.6482563062634725,0.6396859205027575,0.6167252451129341
2,0.6261280914603611,0.6481205409361802,0.6560551555364549,0.6481205409361802,0.6261280914603611
3,0.6293001309638502,0.6506839013244569,0.6584135445079273,0.6506839013244569,0.6293001309638502
4,0.6266233299501668,0.6485294213031795,0.6564346765712689,0.6485294213031795,0.6266233299501668
5,0.6177516390030654,0.6406457084686163,0.6491517486482995,0.6406457084686163,0.6177516390030654
6,0.6029191453729742,0.6263643249888917,0.635112080206458,0.6263643249888917,0.6029191453729742
7,0.5823835951571752,0.6081197260028424,0.616758730261481,0.6081197260028424,0.5823835951571752
8,0.5514962759874739,0.5915148044839493,0.5998793365309087,0.5915148044839493,0.5514962759874739
9,0.5329776799678618,0.5823578217514022,0.5906757306190699,0.5823578217514022,0.5329776799678618
10,0.5445821926349151,0.5882611825234738,0.59658478470568,0.5882611825234738,0.5445821926349151
11,0.5751918462176969,0.6035416966659499,0.6121203746586659,0.6035416966659499,0.5751918462176969
