,0,1,2,3,4
0,0.9372314240812014,0.9356672704741864,0.9351115191067813,0.9356672704741864,0.9372314240812014
1,0.9361837950369232,0.9346281191982786,0.9340783726742073,0.9346281191982786,0.9361837950369232
2,0.9355303195561274,0.9340290559555906,0.9334983326882977,0.9340290559555906,0.9355303195561274
3,0.9353102919435622,0.933840741004555,0.9333212766775185,0.933840741004555,0.9353102919435622
4,0.9354959466575378,0.93399905439441,0.9334698709315052,0.93399905439441,0.9354959466575378
5,0.9361124318118674,0.9345605915496052,0.9340121823020968,0.9345605915496052,0.9361124318118674
6,0.9371414458653099,0.9355669177562761,0.9350107924123016,0.9355669177562761,0.9371414458653099
7,0.932976186291798,0.9368448958268462,0.9363029096504066,0.9368448958268462,0.932976186291798
8,0.9080521984588663,0.9376942529558546,0.9372835689413754,0.9376942529558546,0.9080521984588663
9,0.8899460716032849,0.9350753637481315,0.9354139661073544,0.9350753637481315,0.8899460716032849
10,0.9014309367926969,0.9371695229790835,0.937021957167229,0.9371695229790835,0.9014309367926969
11,0.9282498632668609,0.9371633489574503,0.9366273710084583,0.9371633489574503,0.9282498632668609
