,0,1,2,3,4
0,0.568726571855282,0.6281464711705221,0.6471410310346878,0.6281464711705221,0.568726571855282
1,0.6094594410508695,0.6612903180751419,0.6783017156727017,0.6612903180751419,0.6094594410508695
2,0.6319705588896872,0.6788672165076718,0.694695800670943,0.6788672165076718,0.6319705588896872
3,0.6392102566359338,0.6842437102860442,0.6996641363839526,0.6842437102860442,0.6392102566359338
4,0.6331118361566693,0.6797273978025553,0.6954929803987094,0.6797273978025553,0.6331118361566693
5,0.6120001958447887,0.6633407004336238,0.6801963375622608,0.6633407004336238,0.6120001958447887
6,0.5728564959215131,0.6314953044601713,0.650321928543025,0.6314953044601713,0.5728564959215131
7,0.5118572558287652,0.5856075951964621,0.6068783883155954,0.5856075951964621,0.5118572558287652
8,0.4331567073086636,0.5358444859805315,0.5603152743511872,0.5358444859805315,0.4331567073086636
9,0.3883485968120306,0.5065549313011846,0.533071262273588,0.5065549313011846,0.3883485968120306
10,0.4164002896008628,0.5251827261533054,0.5504521853102122,0.5251827261533054,0.4164002896008628
11,0.4924349232189708,0.5728318457879775,0.5948588290648196,0.5728318457879775,0.4924349232189708
