,0,1,2,3,4
0,0.9513297997233303,0.95140593900993,0.9515660258696593,0.95140593900993,0.9513297997233303
1,0.9513284737406177,0.9517910898368684,0.9520868697908232,0.9517910898368684,0.9513284737406177
2,0.951437328809922,0.9520868697908232,0.9520868697908232,0.9520868697908232,0.951437328809922
3,0.9514983490725583,0.9520868697908232,0.9520868697908232,0.9520868697908232,0.9514983490725583
4,0.9514459594948707,0.9520868697908232,0.9520868697908232,0.9520868697908232,0.9514459594948707
5,0.951335711646156,0.9518308597122742,0.9520868697908232,0.9518308597122742,0.951335711646156
6,0.9513218350980842,0.9514283255888428,0.9516054363439118,0.9514283255888428,0.9513218350980842
7,0.9515205919565684,0.9513072151338829,0.9513187404996373,0.9513072151338829,0.9515205919565684
8,0.951853111826245,0.9514356107876798,0.9513541525762373,0.9514356107876798,0.951853111826245
9,0.9520538271758219,0.9515578303786769,0.9514425354876214,0.9515578303786769,0.9520538271758219
10,0.9519273634950915,0.9514784207700765,0.9513832984057466,0.9514784207700765,0.9519273634950915
11,0.9515994450251666,0.9513234599990227,0.9513056025241112,0.9513234599990227,0.9515994450251666
