,0,1,2,3,4
0,0.7393555490516808,0.7670204729967443,0.7772297388260305,0.7670204729967443,0.7393555490516808
1,0.7573503835228028,0.7840411432159758,0.7938949905531498,0.7840411432159758,0.7573503835228028
2,0.768345321151742,0.7936892872046445,0.8030559883322826,0.7936892872046445,0.768345321151742
3,0.7720312067857295,0.7967020738897371,0.8058246624880373,0.7967020738897371,0.7720312067857295
4,0.7689216453847026,0.7941698839555918,0.8035015678993732,0.7941698839555918,0.7689216453847026
5,0.7585549947429732,0.7851341454828211,0.7949472046588852,0.7851341454828211,0.7585549947429732
6,0.741063022043451,0.7686814520372887,0.7788728115239535,0.7686814520372887,0.741063022043451
7,0.7195918403850322,0.7472727293503468,0.7574979246979259,0.7472727293503468,0.7195918403850322
8,0.7006554468525908,0.7276010888163261,0.7375813008760406,0.7276010888163261,0.7006554468525908
9,0.6918385224294754,0.7182209427374603,0.7280103028648234,0.7182209427374603,0.6918385224294754
10,0.6972439234229422,0.7239878598183548,0.7338998131635055,0.7239878598183548,0.6972439234229422
11,0.7143125805805813,0.7418560636303664,0.7520371222704665,0.7418560636303664,0.7143125805805813
